allah,0.153192
thou,0.039320
thi,0.031260
ye,0.028490
thee,0.028215
god,0.025082
man,0.019547
king,0.019299
hath,0.019037
punish,0.018013
israel,0.017985
believ,0.016827
unbeliev,0.016620
messeng,0.015107
son,0.014452
beli,0.014380
disbeliev,0.014184
vers,0.014184
guid,0.013350
clear,0.012646
shalt,0.012491
repli,0.012410
hous,0.012394
behold,0.012340
saith,0.012217
forgiv,0.009543
sure,0.009377
lord,0.009215
creat,0.008797
men,0.008716
harmdoer,0.008703
thine,0.008639
servant,0.008556
hast,0.008463
citi,0.008351
jerusalem,0.008063
order,0.007951
judah,0.007855
favor,0.007779
priest,0.007680
worship,0.007541
human,0.007275
cautious,0.007107
muhammad,0.007023
sign,0.006825
koran,0.006771
hand,0.006722
children,0.006627
thereof,0.006599
2,0.006598
david,0.006491
spake,0.006282
knower,0.005933
gehenna,0.005933
guardian,0.005933
guidanc,0.005849
merci,0.005799
book,0.005789
recompens,0.005610
recit,0.005597
pass,0.005555
associ,0.005503
belong,0.005387
jesus,0.005253
father,0.005211
3,0.005201
4,0.005092
nation,0.005024
brethren,0.005010
christ,0.004983
land,0.004957
mine,0.004796
astray,0.004754
art,0.004741
egypt,0.004679
5,0.004487
prostrat,0.004341
earn,0.004341
religion,0.004275
seiz,0.004275
sword,0.004270
7,0.004173
hundr,0.004159
9,0.004113
resurrect,0.004060
truth,0.004051
wage,0.004027
show,0.004007
glori,0.004004
deed,0.003955
6,0.003953
remind,0.003923
8,0.003907
10,0.003895
bounti,0.003872
shew,0.003871
reveal,0.003863
word,0.003845
altar,0.003835
offer,0.003771
permiss,0.003763
path,0.003756
year,0.003740
wherefor,0.003739
will,0.003729
13,0.003714
14,0.003690
paradis,0.003687
patient,0.003678
11,0.003642
knowledg,0.003623
12,0.003618
1,0.003594
unseen,0.003588
voic,0.003557
heard,0.003528
yea,0.003437
burnt,0.003425
15,0.003413
iniqu,0.003389
princ,0.003361
disbelief,0.003338
tabernacl,0.003317
holi,0.003260
deliv,0.003255
16,0.003244
warn,0.003201
term,0.003186
garden,0.003178
wilder,0.003172
warner,0.003171
18,0.003148
bread,0.003136
forbidden,0.003022
19,0.003016
congreg,0.003013
daughter,0.003012
admit,0.003003
21,0.002980
awar,0.002964
everlast,0.002926
provis,0.002887
17,0.002872
belief,0.002857
parti,0.002857
saul,0.002850
jinn,0.002836
22,0.002823
20,0.002823
exalt,0.002813
promis,0.002813
evildo,0.002798
spirit,0.002790
mouth,0.002783
midst,0.002766
levit,0.002751
field,0.002731
satan,0.002725
cometh,0.002715
creation,0.002706
honor,0.002693
wrong,0.002691
thousand,0.002681
reign,0.002674
harm,0.002650
follow,0.002648
provid,0.002631
mankind,0.002630
meat,0.002603
tide,0.002596
news,0.002586
pain,0.002543
serv,0.002533
humili,0.002529
philistin,0.002511
loser,0.002502
stood,0.002494
twenti,0.002485
host,0.002480
spend,0.002477
23,0.002475
listen,0.002447
law,0.002446
hearken,0.002439
captain,0.002427
gold,0.002426
place,0.002422
head,0.002419
insol,0.002419
cri,0.002402
young,0.002400
wealth,0.002376
forg,0.002365
stern,0.002365
brought,0.002361
great,0.002351
hell,0.002331
dwelt,0.002307
tast,0.002303
flesh,0.002282
doubt,0.002273
proof,0.002267
whosoev,0.002254
encompass,0.002252
idolat,0.002249
error,0.002244
babylon,0.002238
seed,0.002223
command,0.002210
round,0.002195
chest,0.002191
26,0.002175
chief,0.002149
wilt,0.002139
stranger,0.002127
share,0.002119
put,0.002117
judgment,0.002107
24,0.002086
muslim,0.002085
