allah,0.087108
you,0.065598
jesus,0.040865
israel,0.036133
who,0.034522
we,0.034269
lord,0.030926
has,0.030559
thy,0.029506
king,0.027545
those,0.023175
thou,0.022686
of,0.022366
and,0.021412
christ,0.020450
the,0.020356
thee,0.018858
judah,0.016935
believe,0.016088
land,0.015787
house,0.014447
shalt,0.014421
what,0.014195
indeed,0.013872
except,0.013231
is,0.012598
sons,0.012516
believers,0.011496
children,0.010670
david,0.010618
punishment,0.010560
unto,0.010389
your,0.010202
thus,0.010036
unbelievers,0.009716
disciples,0.009659
faith,0.009573
thereof,0.009538
thine,0.009384
say,0.008983
hand,0.008956
do,0.008798
up,0.008749
his,0.008440
shall,0.008411
egypt,0.008299
but,0.008198
verses,0.007990
o,0.007820
things,0.007782
upon,0.007721
does,0.007547
out,0.007366
all,0.007360
are,0.007242
its,0.007208
clear,0.007130
my,0.007085
paul,0.006858
congregation,0.006834
behold,0.006782
if,0.006632
burnt,0.006522
offering,0.006466
peter,0.006416
nation,0.006314
messenger,0.006268
s,0.006232
world,0.006026
pass,0.005919
disbelieve,0.005875
mine,0.005830
john,0.005826
angels,0.005809
hast,0.005804
hundred,0.005724
replied,0.005678
son,0.005597
resurrection,0.005580
would,0.005548
knows,0.005285
sword,0.005279
princes,0.005236
hosts,0.005145
heart,0.005109
belied,0.005063
levites,0.005057
cities,0.004997
philistines,0.004996
harmdoers,0.004893
i,0.004880
gospel,0.004746
have,0.004727
some,0.004621
merciful,0.004573
they,0.004525
joshua,0.004468
worshipers,0.004451
created,0.004408
hour,0.004392
altar,0.004320
aaron,0.004318
others,0.004204
cautious,0.004157
people,0.004111
muhammad,0.004108
go,0.004007
twenty,0.003983
believed,0.003970
truth,0.003964
koran,0.003961
when,0.003931
having,0.003913
gold,0.003898
against,0.003893
me,0.003892
iniquity,0.003864
been,0.003863
deeds,0.003859
never,0.003847
signs,0.003834
order,0.003807
guided,0.003785
year,0.003741
whosoever,0.003706
tabernacle,0.003705
promise,0.003704
even,0.003681
them,0.003602
saul,0.003573
hath,0.003571
pharisees,0.003569
hearts,0.003527
ask,0.003510
zion,0.003492
jerusalem,0.003486
babylon,0.003485
knower,0.003471
gehenna,0.003471
human,0.003471
knowing,0.003463
guidance,0.003422
mary,0.003422
ephraim,0.003414
according,0.003407
belongs,0.003373
moab,0.003360
offerings,0.003292
silver,0.003270
only,0.003238
belie,0.003177
comes,0.003177
follow,0.003173
waters,0.003140
cut,0.003131
religion,0.003128
wage,0.003128
our,0.003108
whom,0.003101
her,0.003081
charity,0.003079
church,0.003079
jacob,0.003026
manasseh,0.003018
jeremiah,0.003018
field,0.003005
city,0.002996
worlds,0.002981
daughter,0.002962
families,0.002953
servants,0.002953
guardian,0.002932
him,0.002924
off,0.002886
simon,0.002883
thousand,0.002866
painful,0.002836
joab,0.002834
reigned,0.002830
statutes,0.002818
midst,0.002806
ghost,0.002795
month,0.002792
satan,0.002783
benjamin,0.002765
received,0.002748
rather,0.002739
saith,0.002733
dwell,0.002723
jews,0.002721
smote,0.002714
forgiving,0.002711
solomon,0.002704
in,0.002679
name,0.002661
anger,0.002658
most,0.002650
patient,0.002643
paradise,0.002638
true,0.002634
daughters,0.002628
wicked,0.002619
being,0.002601
forgiveness,0.002595
authority,0.002595
brought,0.002591
cubits,0.002586
not,0.002581
bounty,0.002547
life,0.002538
verily,0.002534
god,0.002531
young,0.002520
think,0.002514
such,0.002513
battle,0.002497
oil,0.002497
other,0.002484
no,0.002481
astray,0.002451
preached,0.002451
certain,0.002450
book,0.002448
patience,0.002443
assyria,0.002440
hezekiah,0.002440
gate,0.002436
make,0.002435
put,0.002423
kings,0.002416
wilderness,0.002412
might,0.002396
permission,0.002394
creation,0.002394
set,0.002390
days,0.002385
ark,0.002384
path,0.002362
round,0.002355
host,0.002353
fathers,0.002353
commanded,0.002345
devil,0.002345
immediately,0.002345
dwelt,0.002341
jonathan,0.002334
mouth,0.002319
receive,0.002305
ship,0.002299
revealed,0.002282
priest,0.002280
us,0.002277
know,0.002270
enemies,0.002268
guide,0.002264
war,0.002249
wood,0.002248
whatever,0.002247
apostles,0.002247
camp,0.002233
captivity,0.002233
strength,0.002214
place,0.002212
years,0.002203
heavens,0.002201
tribe,0.002188
gilead,0.002177
servant,0.002174
should,0.002155
went,0.002155
guides,0.002149
grace,0.002144
hearken,0.002134
jeroboam,0.002124
heathen,0.002119
north,0.002109
mount,0.002108
unseen,0.002100
towards,0.002100
village,0.002100
favors,0.002100
pilate,0.002100
fat,0.002096
samuel,0.002084
men,0.002071
court,0.002070
slew,0.002068
side,0.002060
doubt,0.002056
believing,0.002051
recompense,0.002051
old,0.002046
bullock,0.002045
absalom,0.002045
or,0.002045
came,0.002041
inheritance,0.002031
border,0.002029
spoil,0.002029
many,0.002023
nothing,0.002023
deliver,0.002020
thirty,0.002015
favor,0.002002
wronged,0.002002
synagogue,0.002002
fifty,0.002002
offer,0.001998
surely,0.001994
tent,0.001993
judgments,0.001982
incense,0.001982
she,0.001979
prayers,0.001958
aware,0.001958
eternal,0.001958
willed,0.001954
disbelieved,0.001954
disbelief,0.001954
baptized,0.001954
worship,0.001951
over,0.001947
cry,0.001944
gardens,0.001942
chariots,0.001929
repentance,0.001924
jordan,0.001915
gives,0.001905
term,0.001905
how,0.001896
three,0.001878
seized,0.001877
ram,0.001861
ammon,0.001861
galilee,0.001861
moreover,0.001859
parents,0.001856
belief,0.001856
idolaters,0.001856
wall,0.001839
raised,0.001829
forbidden,0.001829
associate,0.001829
six,0.001794
knowledge,0.001789
scribes,0.001785
ahab,0.001783
reign,0.001774
yea,0.001773
brass,0.001767
prostrate,0.001758
judaea,0.001758
rams,0.001756
moses,0.001755
witness,0.001748
sanctuary,0.001745
hell,0.001743
canaan,0.001737
anything,0.001735
error,0.001731
another,0.001729
stranger,0.001725
than,0.001710
consumed,0.001703
stead,0.001703
inhabitants,0.001698
head,0.001695
mankind,0.001689
covenant,0.001684
best,0.001677
can,0.001672
everlasting,0.001666
exaltations,0.001660
jinn,0.001660
recite,0.001660
warner,0.001660
reminder,0.001660
herod,0.001660
power,0.001659
desolate,0.001657
valley,0.001655
edom,0.001651
jehoshaphat,0.001651
river,0.001643
places,0.001640
sacrifice,0.001639
bless,0.001634
burn,0.001633
preach,0.001631
truthful,0.001611
earned,0.001611
crucified,0.001611
love,0.001605
nations,0.001594
wickedness,0.001588
everything,0.001585
hearkened,0.001583
hebron,0.001573
captains,0.001570
lips,0.001565
body,0.001564
reply,0.001562
prophet,0.001557
possession,0.001544
devils,0.001533
five,0.001524
need,0.001522
spake,0.001520
dispute,0.001514
news,0.001514
churches,0.001514
bare,0.001513
each,0.001504
eyes,0.001497
tents,0.001494
amorites,0.001494
lebanon,0.001494
selah,0.001494
east,0.001491
took,0.001486
sing,0.001485
shekels,0.001468
chaldeans,0.001468
example,0.001465
losers,0.001465
show,0.001465
recited,0.001465
enjoyment,0.001465
numbered,0.001453
asses,0.001441
dan,0.001441
gentiles,0.001431
works,0.001420
seven,0.001418
says,0.001416
question,0.001416
cross,0.001416
answering,0.001416
bethel,0.001415
egyptians,0.001405
hypocrites,0.001400
words,0.001393
already,0.001393
upward,0.001389
evildoers,0.001389
vessels,0.001388
ten,0.001371
wills,0.001367
hearer,0.001367
turns,0.001367
james,0.001367
philip,0.001367
messengers,0.001367
face,0.001364
fury,0.001363
elijah,0.001363
nebuchadnezzar,0.001363
gad,0.001354
eleazar,0.001354
breadth,0.001351
south,0.001349
soul,0.001343
before,0.001341
better,0.001337
good,0.001329
brings,0.001318
associates,0.001318
judas,0.001318
sight,0.001312
toward,0.001310
sent,0.001310
sky,0.001308
thankful,0.001307
reuben,0.001304
atonement,0.001304
dead,0.001303
oxen,0.001300
cherubims,0.001284
zedekiah,0.001284
vanity,0.001278
bring,0.001273
proof,0.001269
stern,0.001269
barnabas,0.001269
sinners,0.001269
build,0.001267
seventh,0.001263
easy,0.001260
manifest,0.001260
doings,0.001258
jehu,0.001258
mordecai,0.001258
sign,0.001257
lambs,0.001257
images,0.001253
hills,0.001253
strong,0.001250
ground,0.001243
wine,0.001242
work,0.001236
prey,0.001232
begat,0.001231
coming,0.001231
straightway,0.001226
four,0.001222
admit,0.001220
preaching,0.001220
forgive,0.001220
amongst,0.001217
pitched,0.001216
must,0.001215
whoever,0.001213
council,0.001213
scripture,0.001213
beside,0.001212
built,0.001210
esau,0.001208
abram,0.001205
asked,0.001195
taste,0.001195
famine,0.001192
serve,0.001190
lawful,0.001190
half,0.001188
while,0.001186
firstborn,0.001184
abominations,0.001183
daniel,0.001183
abimelech,0.001179
zadok,0.001179
remembrance,0.001176
party,0.001172
thereafter,0.001172
forgiver,0.001172
sees,0.001172
elias,0.001172
desires,0.001171
reckoning,0.001171
tidings,0.001170
flock,0.001164
slain,0.001157
mayest,0.001157
two,0.001156
canaanites,0.001153
laban,0.001153
bashan,0.001153
on,0.001147
forth,0.001146
an,0.001142
he,0.001136
didst,0.001136
noise,0.001135
last,0.001130
shechem,0.001127
abner,0.001127
syrians,0.001127
benefit,0.001126
sends,0.001123
makes,0.001123
thamood,0.001123
nazareth,0.001123
disciple,0.001123
conscience,0.001123
share,0.001119
rest,0.001115
harm,0.001110
sweet,0.001105
destroy,0.001104
priests,0.001102
chambers,0.001101
blue,0.001100
jehoiada,0.001100
josiah,0.001100
rod,0.001100
fled,0.001099
doctrine,0.001095
yourselves,0.001094
lift,0.001094
spend,0.001093
