allah,7058.784144
punish,917.836598
thou,889.245457
believ,856.011939
unbeliev,811.821543
messeng,769.740994
god,704.641573
thi,699.436193
beli,683.328190
guid,677.282408
disbeliev,665.443051
vers,665.443051
ye,635.130369
clear,632.305563
thee,628.758466
repli,582.308648
man,493.631440
forgiv,487.421845
israel,459.183735
king,458.609636
sure,458.060935
creat,449.610632
hath,419.091717
harmdoer,408.534442
son,407.059569
order,405.346783
worship,372.671951
favor,365.177838
sign,341.715794
human,341.543407
cautious,333.667556
muhammad,329.730061
hous,329.105249
lord,323.038050
koran,317.919292
recompens,286.913274
behold,285.923734
book,282.101078
knower,278.568673
gehenna,278.568673
guardian,278.568673
belong,275.599011
guidanc,274.635185
merci,273.665265
shalt,272.584113
saith,266.524047
associ,264.871727
recit,262.836437
astray,242.993847
men,242.448537
nation,231.674617
citi,214.244246
religion,213.187439
seiz,213.187439
resurrect,206.629230
wage,205.932318
prostrat,203.881279
earn,203.881279
hand,202.759096
deed,199.903039
bounti,196.955126
hast,196.261663
reveal,195.859629
children,195.451324
servant,193.498079
truth,191.463184
will,190.864034
path,188.397156
show,188.170755
patient,187.938928
thine,187.569296
remind,184.243838
paradis,183.230180
permiss,182.379785
jerusalem,174.933454
knowledg,173.781324
priest,171.028418
judah,170.373907
unseen,168.539020
david,165.518582
warn,163.357512
garden,159.031950
father,158.977309
disbelief,156.763402
term,154.918842
pass,153.037695
land,152.731473
thereof,150.037706
awar,149.892260
forbidden,149.429475
warner,148.914415
provis,147.461402
jesus,144.515481
evildo,143.176067
2,142.871082
everlast,142.773264
admit,141.066568
belief,139.236619
parti,139.236619
creation,137.572543
exalt,137.449131
wrong,136.707299
satan,136.476864
promis,136.135605
spake,135.961726
harm,135.654137
provid,134.140037
mankind,133.741908
jinn,133.219861
honor,131.398505
tide,130.595744
follow,128.830108
pain,128.235237
spend,126.093810
humili,123.562593
news,121.451938
wealth,120.848237
listen,119.645522
word,118.533921
mine,117.844301
loser,117.529866
tast,116.604832
hell,116.001108
forg,115.729080
stern,115.729080
doubt,115.283295
proof,115.248303
idolat,114.658887
error,114.644738
insol,113.608079
3,112.410686
brethren,112.247442
chest,111.419208
egypt,111.123581
4,110.037716
christ,107.666320
encompass,105.765360
whosoev,105.623339
year,105.473543
offer,105.218768
share,103.983879
hundr,103.118341
art,102.402172
protect,100.070332
enjoy,99.523837
underneath,98.678281
muslim,97.923779
origin,97.923779
heard,97.890423
5,96.883149
disput,96.327981
firm,95.724567
chariti,95.401927
benefit,95.293823
see,94.003416
reach,92.692564
sword,92.159335
victori,92.127818
6,91.334402
holi,90.316273
mosqu,90.083337
thamood,90.083337
7,90.061868
voic,90.059982
deliv,88.929437
9,88.751577
arriv,87.007309
companion,86.723915
glori,86.394264
aad,86.163543
easi,85.288047
8,84.300183
10,84.038509
shew,83.515219
respit,83.122241
altar,82.730428
reviv,82.426475
produc,82.244033
obligatori,82.244033
sacr,82.244033
decid,82.244033
fear,82.074279
daughter,81.486240
almighti,81.254893
wherefor,80.638497
thank,80.595647
13,80.115707
14,79.592992
hasten,78.997507
11,78.547794
12,78.025310
1,77.502902
spirit,77.232711
orphan,76.609526
princ,76.029255
place,76.026363
great,75.708919
judgement,74.405867
surrend,74.405867
arab,74.405867
brought,74.245665
yea,74.109119
burnt,73.848193
sky,73.797381
mouth,73.726426
15,73.587286
hearer,73.293103
iniqu,73.065529
thousand,71.809286
tabernacl,71.500717
bread,71.071868
submiss,70.487211
test,70.487211
generous,70.487211
congreg,70.423567
law,69.995627
16,69.936592
command,69.829527
midst,69.742920
befal,69.723431
host,69.664835
disobey,68.799546
await,68.799546
wilder,68.373155
reckon,68.052397
18,67.852162
head,67.431122
put,67.386309
field,66.901763
saul,66.777859
gooddoer,66.568839
indec,66.568839
retribut,66.568839
realiz,66.568839
straight,66.130706
affair,65.915631
19,64.988064
cri,64.923027
21,64.207347
today,63.751384
inattent,62.650751
unabl,62.650751
gold,62.552011
stood,62.482019
messag,62.251253
17,61.866222
falsehood,61.530728
flesh,61.458755
struggl,60.996934
blaze,60.996934
reign,60.918435
22,60.826217
20,60.826217
rememb,60.608007
turn,60.523846
judgment,59.434323
meat,59.359040
